Table 5 - Regional level employment by 2 & 3 digit SIC 2007(Public/Private Split),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,North West,,,,,,,,,Reference year 2010 Thousands ,,,,,,,,,,,,,,,
2 SIC,3 SIC,Full time employees,,,Part time employees,,,Total employees,,,Total employment,,,,,,,,,,,,,,,
,,Public,Private,All,Public,Private,All,Public,Private,All,Public,Private,All,,,,,,,,,,,,,
,683,3.0,9.2,12.2,0.4,2.0,2.4,3.5,11.2,14.6,3.6,12.4,15.9,,,,,,,,,,,,,
69,,1.9,51.7,53.6,0.1,13.8,13.8,2.0,65.5,67.4,2.0,75.1,77.1,,,,,,,,,,,,,
,691,*,*,30.3,*,*,7.8,*,*,38.1,*,*,45.3,,,,,,,,,,,,,
,692,*,*,23.3,*,*,6.1,*,*,29.4,*,*,31.8,,,,,,,,,,,,,
70,,1.0,41.7,42.7,0.2,5.0,5.2,1.2,46.7,47.9,1.2,51.1,52.2,,,,,,,,,,,,,
,701,0.3,15.0,15.4,0.1,1.5,1.6,0.4,16.6,17.0,0.4,16.7,17.1,,,,,,,,,,,,,
,702,0.6,26.7,27.3,0.1,3.5,3.6,0.7,30.2,30.9,0.7,34.4,35.1,,,,,,,,,,,,,
71,,1.2,35.6,36.8,0.1,6.1,6.2,1.3,41.8,43.0,1.3,47.3,48.5,,,,,,,,,,,,,
,711,*,*,31.3,*,*,5.3,0.1,36.5,36.6,0.1,41.7,41.8,,,,,,,,,,,,,
,712,*,*,5.5,*,*,0.9,1.1,5.3,6.4,1.1,5.6,6.7,,,,,,,,,,,,,
72,,*,*,7.7,*,*,1.1,*,*,8.8,*,*,8.9,,,,,,,,,,,,,
,721,0.6,6.8,7.4,-,0.9,1.0,0.6,7.7,8.3,0.6,7.8,8.4,,,,,,,,,,,,,
,722,*,*,0.4,*,*,0.1,*,*,0.5,*,*,0.5,,,,,,,,,,,,,
73,,-,8.1,8.1,-,1.7,1.7,-,9.8,9.8,-,10.7,10.7,,,,,,,,,,,,,
,731,-,6.8,6.8,-,1.2,1.2,-,8.0,8.0,-,8.8,8.8,,,,,,,,,,,,,
,732,-,1.3,1.3,-,0.5,0.5,-,1.8,1.8,-,1.9,1.9,,,,,,,,,,,,,
74,,-,6.4,6.4,-,2.7,2.7,-,9.1,9.1,-,10.7,10.7,,,,,,,,,,,,,
,741,-,1.3,1.3,-,0.5,0.5,-,1.8,1.8,-,2.2,2.2,,,,,,,,,,,,,
,742,-,0.9,0.9,-,0.3,0.3,-,1.2,1.2,-,1.4,1.4,,,,,,,,,,,,,
,743,-,-,-,-,-,-,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
,749,-,4.2,4.2,-,1.8,1.8,-,6.0,6.0,-,7.1,7.1,,,,,,,,,,,,,
75,,*,*,4.4,*,*,2.3,*,*,6.8,*,*,7.8,,,,,,,,,,,,,
,750,*,*,4.4,*,*,2.3,*,*,6.8,*,*,7.8,,,,,,,,,,,,,
77,,*,*,12.4,*,*,2.3,*,*,14.7,*,*,16.3,,,,,,,,,,,,,
,771,*,*,3.0,*,*,1.3,*,*,4.2,*,*,5.0,,,,,,,,,,,,,
,772,-,1.9,1.9,-,0.6,0.6,-,2.4,2.4,-,2.4,2.4,,,,,,,,,,,,,
,773,*,*,7.6,*,*,0.4,*,*,8.0,*,*,8.9,,,,,,,,,,,,,
,774,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
78,,*,*,59.5,*,*,19.0,*,*,78.5,*,*,79.3,,,,,,,,,,,,,
,781,*,*,8.7,*,*,5.0,*,*,13.8,*,*,14.1,,,,,,,,,,,,,
,782,*,*,50.5,*,*,13.9,*,*,64.4,*,*,64.9,,,,,,,,,,,,,
,783,-,0.3,0.3,-,-,-,-,0.3,0.3,-,0.3,0.3,,,,,,,,,,,,,
79,,0.1,6.2,6.4,0.1,2.3,2.4,0.3,8.5,8.8,0.3,9.1,9.4,,,,,,,,,,,,,
,791,-,5.6,5.6,-,1.9,1.9,-,7.6,7.6,-,8.2,8.2,,,,,,,,,,,,,
,799,0.1,0.6,0.7,0.1,0.3,0.5,0.3,0.9,1.2,0.3,0.9,1.2,,,,,,,,,,,,,
80,,0.2,15.9,16.1,-,5.6,5.6,0.2,21.5,21.7,0.2,21.8,22.0,,,,,,,,,,,,,
,801,*,*,15.5,*,*,5.5,*,*,21.0,*,*,21.2,,,,,,,,,,,,,
,802,*,*,0.4,*,*,0.1,*,*,0.5,*,*,0.6,,,,,,,,,,,,,
,803,-,0.1,0.1,-,-,-,-,0.2,0.2,-,0.2,0.2,,,,,,,,,,,,,
81,,1.6,25.8,27.3,2.6,39.4,42.0,4.2,65.2,69.3,4.2,66.5,70.6,,,,,,,,,,,,,
,811,0.1,8.6,8.7,0.1,6.7,6.7,0.2,15.3,15.5,0.2,15.3,15.5,,,,,,,,,,,,,
,812,1.0,14.5,15.5,2.5,32.2,34.6,3.4,46.7,50.1,3.4,47.3,50.8,,,,,,,,,,,,,
,813,0.5,2.7,3.1,-,0.6,0.6,0.5,3.3,3.8,0.5,3.8,4.3,,,,,,,,,,,,,
82,,0.5,29.3,29.9,0.1,7.1,7.2,0.6,36.5,37.1,0.6,38.3,38.9,,,,,,,,,,,,,
,821,-,1.1,1.1,-,0.2,0.2,-,1.3,1.3,-,1.4,1.4,,,,,,,,,,,,,
,822,*,*,9.1,*,*,2.9,*,*,12.0,*,*,12.1,,,,,,,,,,,,,
,823,*,*,0.5,*,*,0.1,*,*,0.6,*,*,0.7,,,,,,,,,,,,,
,829,0.2,19.0,19.2,-,4.0,4.0,0.2,22.9,23.2,0.2,24.5,24.7,,,,,,,,,,,,,
84,,135.2,2.1,137.3,46.5,0.3,46.8,181.6,2.5,184.1,181.6,2.5,184.1,,,,,,,,,,,,,
,841,*,*,82.2,*,*,29.5,*,*,111.7,*,*,111.7,,,,,,,,,,,,,
,842,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,
,843,*,-,*,*,-,*,*,-,*,*,-,*,,,,,,,,,,,,,
85,,89.0,51.8,140.8,105.4,24.0,129.3,194.3,75.7,270.1,194.9,77.5,272.3,,,,,,,,,,,,,
,851,1.1,1.8,2.8,1.3,0.9,2.2,2.3,2.7,5.0,2.3,2.9,5.2,,,,,,,,,,,,,
,852,38.7,5.0,43.7,66.0,2.5,68.5,104.7,7.5,112.2,104.8,7.9,112.7,,,,,,,,,,,,,
,853,38.9,7.5,46.3,31.0,3.6,34.6,69.9,11.1,81.0,70.2,11.5,81.6,,,,,,,,,,,,,
,854,5.0,25.6,30.6,3.0,12.6,15.5,8.0,38.1,46.1,8.1,38.3,46.3,,,,,,,,,,,,,
,855,5.3,11.4,16.8,4.1,4.3,8.4,9.5,15.7,25.2,9.5,16.4,25.9,,,,,,,,,,,,,
,856,-,0.5,0.5,-,0.1,0.1,-,0.6,0.6,-,0.6,0.6,,,,,,,,,,,,,
86,,113.8,33.3,147.1,66.2,32.4,98.6,180.0,65.7,245.7,180.1,73.4,253.6,,,,,,,,,,,,,
,861,91.8,14.2,106.0,53.0,12.3,65.3,144.9,26.5,171.4,144.9,26.9,171.8,,,,,,,,,,,,,
,862,0.5,14.9,15.4,0.4,16.2,16.6,0.9,31.2,32.0,0.9,37.4,38.3,,,,,,,,,,,,,
,869,21.5,4.1,25.6,12.8,3.9,16.7,34.3,8.0,42.3,34.4,9.1,43.5,,,,,,,,,,,,,
87,,6.3,38.0,44.3,6.3,31.2,37.6,12.6,69.2,81.9,12.6,70.2,82.8,,,,,,,,,,,,,
,871,*,*,12.1,*,*,8.4,*,*,20.5,*,*,20.6,,,,,,,,,,,,,
,872,*,*,5.1,*,*,2.4,*,*,7.5,*,*,7.6,,,,,,,,,,,,,
,873,1.0,12.4,13.4,2.6,15.1,17.7,3.6,27.6,31.1,3.6,27.9,31.5,,,,,,,,,,,,,
,879,2.0,11.7,13.7,2.4,6.6,9.0,4.4,18.3,22.7,4.4,18.7,23.2,,,,,,,,,,,,,
88,,20.8,36.7,57.5,16.2,31.4,47.7,37.1,68.1,105.2,37.1,68.9,106.0,,,,,,,,,,,,,
,881,1.6,14.4,16.0,2.1,9.8,11.9,3.6,24.3,27.9,3.6,24.3,28.0,,,,,,,,,,,,,
,889,19.3,22.2,41.5,14.2,21.6,35.8,33.4,43.8,77.3,33.4,44.6,78.0,,,,,,,,,,,,,
90,,*,*,3.2,*,*,2.4,*,*,5.6,*,*,6.9,,,,,,,,,,,,,
,900,*,*,3.2,*,*,2.4,*,*,5.6,*,*,6.9,,,,,,,,,,,,,
91,,2.9,1.2,4.1,3.5,1.0,4.5,6.4,2.2,8.6,6.4,2.3,8.7,,,,,,,,,,,,,
,910,2.9,1.2,4.1,3.5,1.0,4.5,6.4,2.2,8.6,6.4,2.3,8.7,,,,,,,,,,,,,
92,,0.3,6.3,6.5,0.4,5.3,5.7,0.7,11.5,12.2,0.7,11.5,12.2,,,,,,,,,,,,,
,920,0.3,6.3,6.5,0.4,5.3,5.7,0.7,11.5,12.2,0.7,11.5,12.2,,,,,,,,,,,,,
93,,2.9,13.9,16.8,3.0,26.4,29.4,5.9,40.3,46.2,5.9,40.5,46.4,,,,,,,,,,,,,
,931,2.0,12.8,14.8,2.7,25.5,28.2,4.7,38.4,43.1,4.7,38.5,43.3,,,,,,,,,,,,,
,932,0.9,1.1,1.9,0.3,0.9,1.2,1.2,1.9,3.1,1.2,1.9,3.1,,,,,,,,,,,,,
94,,1.4,8.5,9.9,2.0,9.0,11.0,3.4,17.5,20.9,3.4,17.6,21.0,,,,,,,,,,,,,
,941,*,*,0.9,*,*,0.2,*,*,1.2,*,*,1.2,,,,,,,,,,,,,
,942,*,*,0.6,*,*,0.1,*,*,0.8,*,*,0.8,,,,,,,,,,,,,
,949,1.3,7.0,8.3,2.0,8.6,10.6,3.3,15.6,18.9,3.3,15.7,19.0,,,,,,,,,,,,,
95,,*,*,8.7,*,*,1.0,*,*,9.7,*,*,10.0,,,,,,,,,,,,,
,951,*,*,5.7,*,*,0.5,*,*,6.2,*,*,6.4,,,,,,,,,,,,,
,952,-,3.0,3.0,-,0.5,0.5,-,3.5,3.5,-,3.6,3.6,,,,,,,,,,,,,
96,,0.4,20.7,21.1,0.1,12.8,12.9,0.5,33.4,33.9,0.5,38.9,39.4,,,,,,,,,,,,,
,960,0.4,20.7,21.1,0.1,12.8,12.9,0.5,33.4,33.9,0.5,38.9,39.4,,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Employment is defined as employees plus working proprietors,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. Figures may not add up due to rounding. Figures are rounded to the nearest thousand and to one decimal place. For example 2.4 is equal to 2,400, and represents a figure in the range 2,350 - 2,449.",,,,,,,,,,,,,,,,,,,,,,,,,,
3. Cells containing an asterisk (*) represent disclosive data that cannot be published.,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Cells containing a hyphen (-) represent a zero or less than 50.,,,,,,,,,,,,,,,,,,,,,,,,,,
*01 includes farm agriculture data. Farm agriculture estimates are not available below this level so estimates at a 3-digit level only include non-farm agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,
