Table 5 - Regional level employment by 2 & 3 digit SIC2007 (Public/Private Split),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Wales,,,,,,,,,Reference year 2010 Thousands ,,,,,,,,,,,,,,,
2 SIC,3 SIC,Full time employees,,,Part time employees,,,Total employees,,,Total employment,,,,,,,,,,,,,,,
,,Public,Private,All,Public,Private,All,Public,Private,All,Public,Private,All,,,,,,,,,,,,,
,682,*,*,4.9,*,*,2.5,1.1,6.3,7.4,1.1,7.8,9.0,,,,,,,,,,,,,
,683,*,*,2.3,*,*,1.2,-,3.4,3.5,-,4.1,4.1,,,,,,,,,,,,,
69,,0.4,11.0,11.5,0.1,4.4,4.5,0.6,15.4,16.0,0.6,18.4,18.9,,,,,,,,,,,,,
,691,*,*,6.7,*,*,2.9,0.3,9.3,9.6,0.3,11.4,11.7,,,,,,,,,,,,,
,692,*,*,4.7,*,*,1.7,0.3,6.1,6.4,0.3,7.0,7.3,,,,,,,,,,,,,
70,,0.3,9.0,9.3,0.2,1.1,1.2,0.5,10.1,10.6,0.5,11.6,12.1,,,,,,,,,,,,,
,701,-,2.9,2.9,-,0.2,0.2,-,3.1,3.1,-,3.1,3.1,,,,,,,,,,,,,
,702,0.3,6.1,6.5,0.2,0.9,1.0,0.5,7.0,7.5,0.5,8.5,9.0,,,,,,,,,,,,,
71,,0.4,9.9,10.3,0.1,1.8,1.9,0.5,11.7,12.2,0.5,13.9,14.4,,,,,,,,,,,,,
,711,*,*,8.8,*,*,1.7,*,*,10.5,*,*,12.1,,,,,,,,,,,,,
,712,*,*,1.5,*,*,0.2,*,*,1.7,*,*,2.2,,,,,,,,,,,,,
72,,0.1,1.4,1.5,-,0.3,0.3,0.1,1.7,1.8,0.1,1.8,1.9,,,,,,,,,,,,,
,721,*,*,1.4,*,*,0.2,*,*,1.6,*,*,1.7,,,,,,,,,,,,,
,722,*,*,0.1,*,*,0.1,*,*,0.2,*,*,0.2,,,,,,,,,,,,,
73,,*,*,0.6,*,*,0.3,*,*,1.0,*,*,1.1,,,,,,,,,,,,,
,731,*,*,0.5,*,*,0.2,*,*,0.6,*,*,0.7,,,,,,,,,,,,,
,732,-,0.2,0.2,-,0.2,0.2,-,0.3,0.3,-,0.3,0.3,,,,,,,,,,,,,
74,,-,2.0,2.1,-,0.6,0.6,0.1,2.6,2.7,0.1,3.7,3.8,,,,,,,,,,,,,
,741,*,*,0.6,*,*,0.1,*,*,0.7,*,*,1.0,,,,,,,,,,,,,
,742,-,0.2,0.2,-,0.1,0.1,-,0.3,0.3,-,0.4,0.4,,,,,,,,,,,,,
,743,-,0.1,0.1,-,-,-,-,0.1,0.1,-,0.2,0.2,,,,,,,,,,,,,
,749,*,*,1.2,*,*,0.4,*,*,1.6,*,*,2.2,,,,,,,,,,,,,
75,,*,*,1.5,*,*,0.4,*,*,2.0,*,*,2.2,,,,,,,,,,,,,
,750,*,*,1.5,*,*,0.4,*,*,2.0,*,*,2.2,,,,,,,,,,,,,
77,,*,*,4.1,*,*,0.8,*,*,4.9,*,*,5.4,,,,,,,,,,,,,
,771,*,*,0.5,*,*,0.1,*,*,0.6,*,*,0.7,,,,,,,,,,,,,
,772,-,0.8,0.8,-,0.2,0.2,-,1.0,1.0,-,1.0,1.0,,,,,,,,,,,,,
,773,-,2.8,2.8,-,0.5,0.5,-,3.2,3.2,-,3.7,3.7,,,,,,,,,,,,,
,774,-,-,-,-,-,-,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
78,,0.7,19.5,20.2,0.8,6.4,7.2,1.5,25.9,27.4,1.5,26.2,27.7,,,,,,,,,,,,,
,781,*,*,6.3,*,*,1.3,*,*,7.6,*,*,7.6,,,,,,,,,,,,,
,782,*,*,13.9,*,*,5.9,*,*,19.8,*,*,20.0,,,,,,,,,,,,,
,783,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
79,,0.3,1.7,1.9,0.2,0.8,1.0,0.4,2.5,2.9,0.4,2.6,3.0,,,,,,,,,,,,,
,791,-,1.6,1.6,-,0.8,0.8,-,2.4,2.4,-,2.4,2.4,,,,,,,,,,,,,
,799,0.3,0.1,0.3,0.2,0.1,0.2,0.4,0.2,0.6,0.4,0.2,0.6,,,,,,,,,,,,,
80,,*,*,3.8,*,*,1.0,*,*,4.8,*,*,4.9,,,,,,,,,,,,,
,801,*,*,3.5,*,*,0.9,*,*,4.4,*,*,4.5,,,,,,,,,,,,,
,802,*,*,0.3,*,*,0.1,*,*,0.4,*,*,0.4,,,,,,,,,,,,,
,803,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
81,,0.6,8.5,9.1,0.7,9.8,10.5,1.3,18.2,19.6,1.3,19.5,20.8,,,,,,,,,,,,,
,811,*,*,2.1,*,*,1.5,*,*,3.7,*,*,3.7,,,,,,,,,,,,,
,812,0.2,4.9,5.0,0.6,8.1,8.7,0.7,13.0,13.7,0.7,13.6,14.3,,,,,,,,,,,,,
,813,*,*,1.9,*,*,0.3,*,*,2.2,*,*,2.8,,,,,,,,,,,,,
82,,0.4,9.1,9.5,0.1,2.1,2.2,0.5,11.1,11.6,0.5,12.2,12.8,,,,,,,,,,,,,
,821,-,0.1,0.1,-,-,-,-,0.2,0.2,-,0.2,0.2,,,,,,,,,,,,,
,822,0.1,4.4,4.4,0.1,0.8,0.9,0.2,5.2,5.3,0.2,5.2,5.4,,,,,,,,,,,,,
,823,-,0.2,0.2,-,-,-,-,0.3,0.3,-,0.3,0.3,,,,,,,,,,,,,
,829,0.3,4.3,4.6,0.1,1.1,1.2,0.4,5.5,5.8,0.4,6.5,6.8,,,,,,,,,,,,,
84,,66.3,0.3,66.5,27.0,0.1,27.1,93.3,0.3,93.6,93.3,0.3,93.6,,,,,,,,,,,,,
,841,*,*,46.9,*,*,19.6,*,*,66.5,*,*,66.5,,,,,,,,,,,,,
,842,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,
,843,*,-,*,*,-,*,*,-,*,*,-,*,,,,,,,,,,,,,
85,,37.3,23.2,60.6,43.1,15.2,58.3,80.4,38.4,118.9,80.5,38.9,119.4,,,,,,,,,,,,,
,851,*,*,0.4,*,*,0.3,*,*,0.7,*,*,0.8,,,,,,,,,,,,,
,852,16.2,1.6,17.9,26.7,0.9,27.7,43.0,2.6,45.5,43.0,2.6,45.6,,,,,,,,,,,,,
,853,18.8,3.6,22.4,14.0,3.0,17.0,32.8,6.6,39.4,32.8,6.7,39.5,,,,,,,,,,,,,
,854,*,*,14.1,*,*,9.1,*,*,23.1,*,*,23.2,,,,,,,,,,,,,
,855,2.0,3.8,5.8,2.1,2.2,4.3,4.0,6.0,10.0,4.0,6.2,10.2,,,,,,,,,,,,,
,856,-,0.1,0.1,-,-,-,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
86,,50.2,10.1,60.3,34.0,11.3,45.3,84.1,21.5,105.6,84.1,25.0,109.1,,,,,,,,,,,,,
,861,41.3,3.3,44.6,28.5,2.6,31.1,69.8,5.9,75.7,69.8,6.0,75.8,,,,,,,,,,,,,
,862,0.2,5.2,5.4,0.4,6.8,7.3,0.6,12.0,12.6,0.6,15.1,15.7,,,,,,,,,,,,,
,869,8.7,1.6,10.3,5.0,1.9,6.9,13.7,3.6,17.2,13.7,3.9,17.6,,,,,,,,,,,,,
87,,5.3,14.4,19.8,4.6,10.3,14.9,9.9,24.8,34.7,9.9,25.2,35.1,,,,,,,,,,,,,
,871,*,*,4.9,*,*,3.2,*,*,8.2,*,*,8.2,,,,,,,,,,,,,
,872,*,*,3.8,*,*,2.1,*,*,5.9,*,*,6.0,,,,,,,,,,,,,
,873,1.3,4.2,5.5,2.2,3.4,5.7,3.5,7.7,11.2,3.5,7.8,11.4,,,,,,,,,,,,,
,879,0.6,4.9,5.5,0.4,3.4,3.9,1.1,8.3,9.4,1.1,8.5,9.5,,,,,,,,,,,,,
88,,8.4,15.7,24.2,7.3,16.5,23.8,15.7,32.2,47.9,15.7,33.0,48.7,,,,,,,,,,,,,
,881,0.6,4.9,5.5,0.9,5.3,6.2,1.5,10.2,11.8,1.5,10.4,11.9,,,,,,,,,,,,,
,889,7.8,10.8,18.6,6.3,11.2,17.5,14.2,22.0,36.2,14.2,22.6,36.8,,,,,,,,,,,,,
90,,0.2,1.6,1.8,0.3,0.5,0.8,0.6,2.1,2.6,0.6,2.7,3.2,,,,,,,,,,,,,
,900,0.2,1.6,1.8,0.3,0.5,0.8,0.6,2.1,2.6,0.6,2.7,3.2,,,,,,,,,,,,,
91,,1.7,0.8,2.5,1.7,0.4,2.1,3.4,1.2,4.6,3.4,1.3,4.7,,,,,,,,,,,,,
,910,1.7,0.8,2.5,1.7,0.4,2.1,3.4,1.2,4.6,3.4,1.3,4.7,,,,,,,,,,,,,
92,,*,*,2.0,*,*,2.0,*,*,3.9,*,*,4.0,,,,,,,,,,,,,
,920,*,*,2.0,*,*,2.0,*,*,3.9,*,*,4.0,,,,,,,,,,,,,
93,,1.9,3.6,5.5,3.6,8.1,11.8,5.5,11.7,17.2,5.5,12.1,17.7,,,,,,,,,,,,,
,931,1.5,2.6,4.1,3.4,6.5,10.0,4.9,9.2,14.1,4.9,9.3,14.3,,,,,,,,,,,,,
,932,0.4,0.9,1.3,0.2,1.6,1.8,0.6,2.5,3.1,0.6,2.8,3.4,,,,,,,,,,,,,
94,,0.6,3.9,4.5,1.3,4.4,5.7,1.9,8.3,10.2,1.9,8.3,10.2,,,,,,,,,,,,,
,941,*,*,0.4,*,*,0.1,*,*,0.5,*,*,0.5,,,,,,,,,,,,,
,942,*,*,0.4,*,*,0.1,*,*,0.5,*,*,0.5,,,,,,,,,,,,,
,949,0.6,3.2,3.7,1.2,4.2,5.5,1.8,7.4,9.2,1.8,7.4,9.2,,,,,,,,,,,,,
95,,*,*,0.9,*,*,0.1,*,*,1.0,*,*,1.3,,,,,,,,,,,,,
,951,*,*,0.6,*,*,0.1,*,*,0.7,*,*,0.8,,,,,,,,,,,,,
,952,-,0.2,0.2,-,0.1,0.1,-,0.3,0.3,-,0.4,0.4,,,,,,,,,,,,,
96,,0.2,5.9,6.1,-,3.5,3.6,0.2,9.4,9.6,0.2,11.3,11.5,,,,,,,,,,,,,
,960,0.2,5.9,6.1,-,3.5,3.6,0.2,9.4,9.6,0.2,11.3,11.5,,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Employment is defined as employees plus working proprietors,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. Figures may not add up due to rounding. Figures are rounded to the nearest thousand and to one decimal place. For example 2.4 is equal to 2,400, and represents a figure in the range 2,350 - 2,449.",,,,,,,,,,,,,,,,,,,,,,,,,,
3. Cells containing an asterisk (*) represent disclosive data that cannot be published.,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Cells containing a hyphen (-) represent a zero or less than 50.,,,,,,,,,,,,,,,,,,,,,,,,,,
*01 includes farm agriculture data. Farm agriculture estimates are not available below this level so estimates at a 3-digit level only include non-farm agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,
