Table 5 - Regional level employment by 2 & 3 digit SIC 2007 (Public/Private Split),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,South West,,,,,,,,,Reference year 2010 Thousands ,,,,,,,,,,,,,,,
2 SIC,3 SIC,Full time employees,,,Part time employees,,,Total employees,,,Total employment,,,,,,,,,,,,,,,
,,Public,Private,All,Public,Private,All,Public,Private,All,Public,Private,All,,,,,,,,,,,,,
,652,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
,653,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
66,,*,*,21.8,*,*,5.3,*,*,27.1,*,*,28.1,,,,,,,,,,,,,
,661,*,*,6.9,*,*,1.7,*,*,8.6,*,*,9.6,,,,,,,,,,,,,
,662,*,*,14.6,*,*,3.5,0.7,17.4,18.2,0.7,17.5,18.2,,,,,,,,,,,,,
,663,*,*,0.3,*,*,-,*,*,0.4,*,*,0.4,,,,,,,,,,,,,
68,,1.3,18.7,20.0,0.3,6.8,7.1,1.5,25.5,27.1,1.6,30.8,32.4,,,,,,,,,,,,,
,681,-,0.1,0.1,-,-,-,-,0.2,0.2,-,0.3,0.3,,,,,,,,,,,,,
,682,0.3,9.1,9.4,0.1,3.1,3.2,0.4,12.2,12.6,0.4,15.4,15.8,,,,,,,,,,,,,
,683,1.0,9.5,10.5,0.2,3.7,3.9,1.2,13.2,14.4,1.2,15.2,16.4,,,,,,,,,,,,,
69,,0.9,28.5,29.4,0.3,10.7,11.0,1.3,39.2,40.4,1.3,45.2,46.5,,,,,,,,,,,,,
,691,0.2,20.2,20.3,0.1,7.4,7.5,0.2,27.6,27.8,0.2,31.8,32.1,,,,,,,,,,,,,
,692,0.8,8.3,9.0,0.3,3.3,3.5,1.0,11.5,12.6,1.0,13.4,14.4,,,,,,,,,,,,,
70,,0.7,18.7,19.4,0.2,12.3,12.6,1.0,31.0,32.0,1.0,39.3,40.2,,,,,,,,,,,,,
,701,0.6,8.2,8.9,0.2,7.5,7.7,0.8,15.7,16.6,0.8,15.8,16.6,,,,,,,,,,,,,
,702,0.1,10.4,10.5,-,4.8,4.9,0.1,15.3,15.4,0.1,23.5,23.7,,,,,,,,,,,,,
71,,1.8,24.4,26.2,0.3,3.1,3.4,2.1,27.4,29.6,2.2,32.5,34.7,,,,,,,,,,,,,
,711,1.3,23.4,24.7,0.3,2.5,2.8,1.6,25.9,27.5,1.6,30.7,32.3,,,,,,,,,,,,,
,712,0.5,1.0,1.4,0.1,0.5,0.6,0.5,1.5,2.0,0.5,1.9,2.4,,,,,,,,,,,,,
72,,3.5,4.8,8.3,0.4,0.7,1.0,3.9,5.4,9.3,3.9,5.8,9.7,,,,,,,,,,,,,
,721,*,*,7.8,*,*,0.9,*,*,8.8,*,*,9.1,,,,,,,,,,,,,
,722,*,*,0.5,*,*,0.1,*,*,0.6,*,*,0.6,,,,,,,,,,,,,
73,,-,4.6,4.6,-,0.9,0.9,-,5.6,5.6,-,6.7,6.7,,,,,,,,,,,,,
,731,-,3.8,3.8,-,0.7,0.7,-,4.5,4.5,-,5.4,5.4,,,,,,,,,,,,,
,732,-,0.8,0.8,-,0.2,0.2,-,1.1,1.1,-,1.3,1.3,,,,,,,,,,,,,
74,,*,*,10.5,*,*,2.9,*,*,13.3,*,*,16.7,,,,,,,,,,,,,
,741,-,2.2,2.2,-,0.7,0.7,-,2.9,2.9,-,3.9,3.9,,,,,,,,,,,,,
,742,-,1.7,1.7,-,0.5,0.5,-,2.2,2.2,-,2.6,2.6,,,,,,,,,,,,,
,743,-,0.1,0.1,-,-,-,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
,749,*,*,6.5,*,*,1.6,*,*,8.1,*,*,10.0,,,,,,,,,,,,,
75,,*,*,4.4,*,*,2.5,*,*,6.9,*,*,7.4,,,,,,,,,,,,,
,750,*,*,4.4,*,*,2.5,*,*,6.9,*,*,7.4,,,,,,,,,,,,,
77,,*,*,7.8,*,*,2.1,*,*,9.9,*,*,10.7,,,,,,,,,,,,,
,771,-,2.4,2.4,-,0.6,0.6,-,3.0,3.0,-,3.0,3.0,,,,,,,,,,,,,
,772,-,1.3,1.3,-,1.1,1.1,-,2.4,2.4,-,2.8,2.8,,,,,,,,,,,,,
,773,*,*,4.1,*,*,0.3,*,*,4.4,*,*,4.8,,,,,,,,,,,,,
,774,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
78,,0.3,34.0,34.4,0.5,13.3,13.8,0.8,47.3,48.1,0.8,48.4,49.2,,,,,,,,,,,,,
,781,*,*,5.4,*,*,2.0,*,*,7.4,*,*,8.1,,,,,,,,,,,,,
,782,*,*,28.9,*,*,11.7,*,*,40.6,*,*,41.0,,,,,,,,,,,,,
,783,-,-,-,-,-,-,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
79,,0.1,2.3,2.4,0.3,1.1,1.4,0.4,3.4,3.8,0.4,3.5,3.9,,,,,,,,,,,,,
,791,*,*,2.2,*,*,0.8,-,3.1,3.1,-,3.2,3.2,,,,,,,,,,,,,
,799,*,*,0.2,*,*,0.6,0.4,0.4,0.8,0.4,0.4,0.8,,,,,,,,,,,,,
80,,*,*,8.8,*,*,2.1,*,*,10.9,*,*,11.2,,,,,,,,,,,,,
,801,*,*,8.6,*,*,2.0,*,*,10.6,*,*,10.8,,,,,,,,,,,,,
,802,*,*,0.2,*,*,0.1,*,*,0.2,*,*,0.3,,,,,,,,,,,,,
,803,-,-,-,-,-,-,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
81,,0.4,15.3,15.6,0.5,22.3,22.8,0.9,37.6,38.4,0.9,39.6,40.5,,,,,,,,,,,,,
,811,*,*,4.1,*,*,3.2,*,*,7.4,*,*,7.4,,,,,,,,,,,,,
,812,0.2,8.9,9.1,0.5,18.1,18.6,0.6,27.0,27.6,0.6,27.8,28.4,,,,,,,,,,,,,
,813,*,*,2.4,*,*,1.0,*,*,3.5,*,*,4.7,,,,,,,,,,,,,
82,,0.6,18.5,19.1,0.3,4.7,5.0,0.9,23.2,24.0,0.9,26.4,27.3,,,,,,,,,,,,,
,821,*,*,1.5,*,*,0.3,*,*,1.9,*,*,2.1,,,,,,,,,,,,,
,822,0.3,3.2,3.5,0.2,0.9,1.2,0.6,4.1,4.7,0.6,4.3,4.9,,,,,,,,,,,,,
,823,-,0.7,0.7,-,0.2,0.2,-,0.9,0.9,-,1.0,1.0,,,,,,,,,,,,,
,829,*,*,13.3,*,*,3.3,*,*,16.6,*,*,19.3,,,,,,,,,,,,,
84,,96.9,0.5,97.4,34.0,0.6,34.6,130.9,1.1,132.0,130.9,1.1,132.0,,,,,,,,,,,,,
,841,*,*,45.2,*,*,24.4,69.4,0.3,69.7,69.4,0.3,69.7,,,,,,,,,,,,,
,842,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,
,843,*,-,*,*,-,*,*,-,*,*,-,*,,,,,,,,,,,,,
85,,55.5,41.5,97.0,91.5,28.2,119.7,147.0,69.7,216.7,147.3,71.1,218.4,,,,,,,,,,,,,
,851,*,*,2.4,*,*,3.1,*,*,5.5,*,*,5.7,,,,,,,,,,,,,
,852,20.6,7.4,28.0,55.5,5.6,61.0,76.0,13.0,89.0,76.1,13.3,89.5,,,,,,,,,,,,,
,853,30.1,8.3,38.4,29.7,5.9,35.6,59.8,14.2,74.0,59.9,14.5,74.4,,,,,,,,,,,,,
,854,1.4,16.8,18.2,1.2,11.5,12.7,2.6,28.4,30.9,2.6,28.5,31.1,,,,,,,,,,,,,
,855,2.3,7.6,9.9,3.1,4.1,7.2,5.4,11.7,17.1,5.4,12.2,17.6,,,,,,,,,,,,,
,856,*,*,0.1,*,*,0.1,*,*,0.1,*,*,0.1,,,,,,,,,,,,,
86,,71.8,16.8,88.6,51.8,27.2,79.1,123.6,44.0,167.6,123.6,49.9,173.5,,,,,,,,,,,,,
,861,62.6,7.7,70.2,45.1,6.4,51.6,107.7,14.1,121.8,107.7,14.2,121.9,,,,,,,,,,,,,
,862,0.1,6.3,6.4,0.6,17.1,17.7,0.7,23.4,24.1,0.8,28.1,28.9,,,,,,,,,,,,,
,869,9.1,2.9,11.9,6.1,3.7,9.8,15.1,6.6,21.7,15.1,7.7,22.8,,,,,,,,,,,,,
87,,2.4,29.8,32.2,3.8,26.6,30.4,6.2,56.5,62.7,6.2,57.6,63.8,,,,,,,,,,,,,
,871,0.1,8.1,8.2,0.1,5.7,5.8,0.2,13.8,13.9,0.2,13.9,14.1,,,,,,,,,,,,,
,872,0.2,2.1,2.3,0.2,0.9,1.1,0.4,3.1,3.4,0.4,3.2,3.6,,,,,,,,,,,,,
,873,1.4,10.3,11.6,2.5,13.1,15.6,3.8,23.4,27.2,3.8,24.0,27.8,,,,,,,,,,,,,
,879,0.7,9.4,10.1,1.1,6.9,7.9,1.8,16.2,18.1,1.8,16.5,18.3,,,,,,,,,,,,,
88,,9.8,26.4,36.2,8.6,29.4,38.0,18.4,55.8,74.2,18.4,56.6,75.1,,,,,,,,,,,,,
,881,0.6,8.9,9.5,0.8,9.2,10.0,1.4,18.1,19.6,1.4,18.5,20.0,,,,,,,,,,,,,
,889,9.2,17.5,26.7,7.8,20.2,27.9,17.0,37.6,54.6,17.0,38.1,55.1,,,,,,,,,,,,,
90,,*,*,2.0,*,*,1.7,*,*,3.7,*,*,6.4,,,,,,,,,,,,,
,900,*,*,2.0,*,*,1.7,*,*,3.7,*,*,6.4,,,,,,,,,,,,,
91,,2.4,3.8,6.2,2.7,2.1,4.8,5.1,5.9,11.0,5.1,6.0,11.1,,,,,,,,,,,,,
,910,2.4,3.8,6.2,2.7,2.1,4.8,5.1,5.9,11.0,5.1,6.0,11.1,,,,,,,,,,,,,
92,,*,*,3.0,*,*,2.7,*,*,5.7,*,*,6.1,,,,,,,,,,,,,
,920,*,*,3.0,*,*,2.7,*,*,5.7,*,*,6.1,,,,,,,,,,,,,
93,,1.3,14.5,15.8,2.7,19.0,21.7,4.0,33.5,37.6,4.1,35.2,39.2,,,,,,,,,,,,,
,931,1.1,9.2,10.3,2.6,16.6,19.2,3.7,25.7,29.4,3.7,27.3,31.0,,,,,,,,,,,,,
,932,0.2,5.4,5.6,0.2,2.4,2.6,0.3,7.8,8.1,0.3,7.9,8.2,,,,,,,,,,,,,
94,,0.8,7.3,8.1,1.5,8.6,10.1,2.3,15.9,18.2,2.3,15.9,18.2,,,,,,,,,,,,,
,941,*,*,0.8,*,*,0.2,*,*,1.0,*,*,1.0,,,,,,,,,,,,,
,942,*,*,0.2,*,*,0.1,*,*,0.3,*,*,0.3,,,,,,,,,,,,,
,949,0.8,6.3,7.1,1.5,8.3,9.8,2.3,14.6,16.9,2.3,14.6,16.9,,,,,,,,,,,,,
95,,-,1.5,1.5,-,0.2,0.2,-,1.7,1.7,-,1.9,1.9,,,,,,,,,,,,,
,951,-,1.2,1.2,-,0.2,0.2,-,1.4,1.4,-,1.5,1.5,,,,,,,,,,,,,
,952,-,0.2,0.2,-,-,-,-,0.3,0.3,-,0.4,0.4,,,,,,,,,,,,,
96,,0.6,13.3,13.8,0.4,8.2,8.6,1.0,21.4,22.4,1.0,24.8,25.8,,,,,,,,,,,,,
,960,0.6,13.3,13.8,0.4,8.2,8.6,1.0,21.4,22.4,1.0,24.8,25.8,,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Employment is defined as employees plus working proprietors,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. Figures may not add up due to rounding. Figures are rounded to the nearest thousand and to one decimal place. For example 2.4 is equal to 2,400, and represents a figure in the range 2,350 - 2,449.",,,,,,,,,,,,,,,,,,,,,,,,,,
3. Cells containing an asterisk (*) represent disclosive data that cannot be published.,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Cells containing a hyphen (-) represent a zero or less than 50.,,,,,,,,,,,,,,,,,,,,,,,,,,
*01 includes farm agriculture data. Farm agriculture estimates are not available below this level so estimates at a 3-digit level only include non-farm agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,
