Table 5 - Regional level employment by 2 & 3 digit SIC 2007 (Public/Private Split),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,East Midlands,,,,,,,,,Reference year 2010 Thousands ,,,,,,,,,,,,,,,
2 SIC,3 SIC,Full time employees,,,Part time employees,,,Total employees,,,Total employment,,,,,,,,,,,,,,,
,,Public,Private,All,Public,Private,All,Public,Private,All,Public,Private,All,,,,,,,,,,,,,
64,,5.1,13.3,18.4,1.0,3.3,4.3,6.1,16.6,22.7,6.1,17.2,23.3,,,,,,,,,,,,,
,641,5.1,11.8,16.8,1.0,3.2,4.1,6.1,14.9,21.0,6.1,15.0,21.1,,,,,,,,,,,,,
,642,*,*,0.4,*,*,-,*,*,0.4,*,*,0.5,,,,,,,,,,,,,
,643,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
,649,*,*,1.2,*,*,0.1,*,*,1.3,*,*,1.6,,,,,,,,,,,,,
65,,*,*,1.3,*,*,0.5,*,*,1.8,*,*,1.8,,,,,,,,,,,,,
,651,*,*,1.3,*,*,0.5,*,*,1.8,*,*,1.8,,,,,,,,,,,,,
,652,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
,653,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
66,,*,*,7.3,*,*,1.9,*,*,9.2,*,*,9.7,,,,,,,,,,,,,
,661,*,*,4.1,*,*,1.4,*,*,5.5,*,*,5.9,,,,,,,,,,,,,
,662,*,*,3.0,*,*,0.6,*,*,3.6,*,*,3.6,,,,,,,,,,,,,
,663,*,*,0.1,*,*,-,*,*,0.2,*,*,0.2,,,,,,,,,,,,,
68,,2.3,9.0,11.2,0.4,5.4,5.7,2.6,14.4,17.0,2.6,19.4,22.0,,,,,,,,,,,,,
,681,-,0.1,0.1,-,0.1,0.1,-,0.2,0.2,-,0.4,0.4,,,,,,,,,,,,,
,682,0.2,4.7,4.9,0.1,4.5,4.6,0.3,9.2,9.5,0.3,13.9,14.2,,,,,,,,,,,,,
,683,2.1,4.1,6.2,0.3,0.7,1.0,2.3,4.9,7.2,2.3,5.1,7.4,,,,,,,,,,,,,
69,,*,*,19.8,*,*,5.9,0.2,25.5,25.7,0.2,28.9,29.1,,,,,,,,,,,,,
,691,*,*,6.8,*,*,2.2,0.2,8.7,9.0,0.2,9.8,10.0,,,,,,,,,,,,,
,692,-,13.0,13.0,-,3.7,3.7,-,16.7,16.7,-,19.1,19.1,,,,,,,,,,,,,
70,,0.4,21.7,22.1,0.1,7.2,7.4,0.6,28.9,29.5,0.6,34.0,34.6,,,,,,,,,,,,,
,701,*,*,12.8,*,*,2.5,*,*,15.3,*,*,15.4,,,,,,,,,,,,,
,702,*,*,9.3,*,*,4.9,*,*,14.2,*,*,19.2,,,,,,,,,,,,,
71,,0.4,17.5,17.9,0.1,4.6,4.6,0.4,22.1,22.5,0.4,25.8,26.3,,,,,,,,,,,,,
,711,0.2,15.9,16.1,-,4.2,4.2,0.2,20.1,20.3,0.2,23.1,23.3,,,,,,,,,,,,,
,712,0.2,1.6,1.8,-,0.4,0.4,0.2,2.0,2.2,0.2,2.8,3.0,,,,,,,,,,,,,
72,,0.7,4.1,4.8,0.1,0.3,0.4,0.8,4.4,5.2,0.8,4.6,5.3,,,,,,,,,,,,,
,721,*,*,4.7,*,*,0.4,*,*,5.0,*,*,5.2,,,,,,,,,,,,,
,722,*,*,0.1,*,*,-,*,*,0.2,*,*,0.2,,,,,,,,,,,,,
73,,*,*,3.0,*,*,0.9,*,*,3.9,*,*,5.8,,,,,,,,,,,,,
,731,*,*,2.1,*,*,0.5,*,*,2.6,*,*,4.1,,,,,,,,,,,,,
,732,-,0.9,0.9,-,0.4,0.4,-,1.3,1.3,-,1.8,1.8,,,,,,,,,,,,,
74,,*,*,6.0,*,*,1.1,*,*,7.1,*,*,9.6,,,,,,,,,,,,,
,741,-,1.9,1.9,-,0.3,0.3,-,2.2,2.2,-,3.1,3.1,,,,,,,,,,,,,
,742,-,1.1,1.1,-,0.2,0.2,-,1.2,1.2,-,1.6,1.6,,,,,,,,,,,,,
,743,-,-,-,-,-,-,-,-,-,-,0.1,0.1,,,,,,,,,,,,,
,749,*,*,3.1,*,*,0.6,*,*,3.6,*,*,5.0,,,,,,,,,,,,,
75,,*,*,1.1,*,*,0.5,*,*,1.6,*,*,1.7,,,,,,,,,,,,,
,750,*,*,1.1,*,*,0.5,*,*,1.6,*,*,1.7,,,,,,,,,,,,,
77,,*,*,8.0,*,*,1.5,*,*,9.4,*,*,10.7,,,,,,,,,,,,,
,771,-,2.2,2.2,-,0.8,0.8,-,3.0,3.0,-,3.1,3.1,,,,,,,,,,,,,
,772,*,*,1.3,*,*,0.5,*,*,1.9,*,*,2.1,,,,,,,,,,,,,
,773,*,*,4.5,*,*,0.1,*,*,4.6,*,*,5.4,,,,,,,,,,,,,
,774,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
78,,*,*,62.8,*,*,19.4,*,*,82.2,*,*,83.3,,,,,,,,,,,,,
,781,*,*,8.0,*,*,3.1,*,*,11.1,*,*,11.2,,,,,,,,,,,,,
,782,*,*,54.6,*,*,16.2,*,*,70.7,*,*,71.8,,,,,,,,,,,,,
,783,*,*,0.3,*,*,0.1,*,*,0.4,*,*,0.4,,,,,,,,,,,,,
79,,0.1,3.2,3.3,0.1,1.5,1.5,0.2,4.7,4.9,0.2,4.7,4.9,,,,,,,,,,,,,
,791,-,2.4,2.4,-,0.9,0.9,-,3.3,3.3,-,3.3,3.3,,,,,,,,,,,,,
,799,0.1,0.8,1.0,0.1,0.6,0.7,0.2,1.4,1.6,0.2,1.4,1.6,,,,,,,,,,,,,
80,,-,12.5,12.6,-,1.2,1.2,0.1,13.7,13.8,0.1,13.9,14.0,,,,,,,,,,,,,
,801,*,*,11.9,*,*,1.1,*,*,13.0,*,*,13.2,,,,,,,,,,,,,
,802,*,*,0.6,*,*,0.1,*,*,0.7,*,*,0.7,,,,,,,,,,,,,
,803,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
81,,0.7,8.7,9.5,0.4,15.6,16.1,1.2,24.4,25.5,1.2,25.3,26.5,,,,,,,,,,,,,
,811,0.2,1.3,1.5,-,1.2,1.3,0.2,2.5,2.8,0.2,2.5,2.8,,,,,,,,,,,,,
,812,0.4,4.8,5.1,0.3,14.2,14.6,0.7,19.0,19.7,0.7,19.4,20.1,,,,,,,,,,,,,
,813,0.2,2.7,2.9,0.1,0.2,0.2,0.2,2.9,3.1,0.3,3.3,3.6,,,,,,,,,,,,,
82,,0.1,18.7,18.8,-,6.0,6.0,0.1,24.7,24.8,0.1,26.6,26.7,,,,,,,,,,,,,
,821,-,0.8,0.8,-,0.2,0.2,-,1.0,1.0,-,1.1,1.1,,,,,,,,,,,,,
,822,*,*,4.9,*,*,1.0,*,*,5.9,*,*,6.0,,,,,,,,,,,,,
,823,-,0.7,0.7,-,0.3,0.3,-,1.0,1.0,-,1.1,1.1,,,,,,,,,,,,,
,829,*,*,12.4,*,*,4.4,*,*,16.9,*,*,18.5,,,,,,,,,,,,,
84,,69.0,0.6,69.5,33.2,1.0,34.2,102.2,1.5,103.7,102.2,1.5,103.7,,,,,,,,,,,,,
,841,*,*,38.4,*,*,26.3,*,*,64.7,*,*,64.7,,,,,,,,,,,,,
,842,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,
,843,*,-,*,*,-,*,*,-,*,*,-,*,,,,,,,,,,,,,
85,,51.4,34.1,85.5,78.2,20.9,99.1,129.6,55.0,184.6,130.0,56.5,186.5,,,,,,,,,,,,,
,851,*,*,1.6,*,*,1.6,*,*,3.3,*,*,3.4,,,,,,,,,,,,,
,852,19.8,4.8,24.6,48.3,3.8,52.0,68.1,8.5,76.6,68.3,8.9,77.2,,,,,,,,,,,,,
,853,25.1,3.7,28.8,24.3,3.0,27.3,49.4,6.7,56.1,49.5,6.9,56.5,,,,,,,,,,,,,
,854,3.2,17.8,21.0,2.3,9.1,11.3,5.5,26.9,32.4,5.5,27.0,32.4,,,,,,,,,,,,,
,855,2.9,6.5,9.3,2.8,3.9,6.7,5.6,10.4,16.0,5.6,11.0,16.7,,,,,,,,,,,,,
,856,*,*,0.1,*,*,0.1,*,*,0.3,*,*,0.3,,,,,,,,,,,,,
86,,58.9,18.5,77.4,41.0,19.8,60.8,99.9,38.3,138.2,99.9,41.6,141.4,,,,,,,,,,,,,
,861,44.7,7.5,52.1,29.8,5.3,35.1,74.5,12.7,87.2,74.5,12.8,87.2,,,,,,,,,,,,,
,862,0.3,8.3,8.7,0.3,12.9,13.2,0.7,21.2,21.9,0.7,24.1,24.8,,,,,,,,,,,,,
,869,13.9,2.7,16.6,10.9,1.6,12.5,24.8,4.4,29.1,24.8,4.7,29.4,,,,,,,,,,,,,
87,,2.6,21.5,24.2,5.1,14.3,19.4,7.7,35.8,43.5,7.7,36.4,44.1,,,,,,,,,,,,,
,871,0.4,5.0,5.4,0.2,4.5,4.7,0.6,9.5,10.1,0.6,9.6,10.2,,,,,,,,,,,,,
,872,0.2,1.2,1.4,0.1,0.3,0.4,0.3,1.5,1.8,0.3,1.5,1.8,,,,,,,,,,,,,
,873,0.8,7.1,8.0,2.1,4.4,6.5,3.0,11.5,14.5,3.0,11.8,14.8,,,,,,,,,,,,,
,879,1.2,8.2,9.4,2.6,5.1,7.7,3.8,13.3,17.1,3.8,13.5,17.3,,,,,,,,,,,,,
88,,10.5,25.2,35.7,10.3,21.5,31.7,20.8,46.7,67.4,20.8,47.6,68.3,,,,,,,,,,,,,
,881,0.5,8.3,8.7,0.9,5.5,6.4,1.4,13.8,15.2,1.4,13.8,15.2,,,,,,,,,,,,,
,889,10.0,17.0,27.0,9.4,15.9,25.3,19.4,32.9,52.3,19.4,33.7,53.1,,,,,,,,,,,,,
90,,0.3,2.4,2.7,0.2,1.6,1.8,0.5,4.0,4.5,0.5,4.5,5.0,,,,,,,,,,,,,
,900,0.3,2.4,2.7,0.2,1.6,1.8,0.5,4.0,4.5,0.5,4.5,5.0,,,,,,,,,,,,,
91,,1.3,1.3,2.6,3.4,0.4,3.7,4.7,1.6,6.3,4.7,1.7,6.4,,,,,,,,,,,,,
,910,1.3,1.3,2.6,3.4,0.4,3.7,4.7,1.6,6.3,4.7,1.7,6.4,,,,,,,,,,,,,
92,,*,*,3.0,*,*,3.0,*,*,6.0,*,*,6.1,,,,,,,,,,,,,
,920,*,*,3.0,*,*,3.0,*,*,6.0,*,*,6.1,,,,,,,,,,,,,
93,,1.7,9.9,11.7,3.3,13.1,16.4,5.1,23.1,28.1,5.1,24.3,29.3,,,,,,,,,,,,,
,931,1.5,8.9,10.4,3.2,11.8,15.0,4.7,20.7,25.4,4.8,21.8,26.5,,,,,,,,,,,,,
,932,0.2,1.1,1.3,0.1,1.3,1.4,0.3,2.4,2.7,0.3,2.5,2.8,,,,,,,,,,,,,
94,,*,*,4.4,*,*,4.1,*,*,8.5,*,*,8.5,,,,,,,,,,,,,
,941,*,*,0.7,*,*,0.4,*,*,1.1,*,*,1.1,,,,,,,,,,,,,
,942,-,0.2,0.2,-,0.1,0.1,-,0.3,0.3,-,0.3,0.3,,,,,,,,,,,,,
,949,0.7,2.8,3.4,0.9,2.7,3.6,1.6,5.4,7.0,1.6,5.4,7.1,,,,,,,,,,,,,
95,,-,4.6,4.6,-,2.0,2.0,-,6.6,6.6,-,6.9,6.9,,,,,,,,,,,,,
,951,-,3.3,3.3,-,0.9,0.9,-,4.2,4.2,-,4.3,4.3,,,,,,,,,,,,,
,952,-,1.3,1.3,-,1.1,1.1,-,2.4,2.4,-,2.6,2.6,,,,,,,,,,,,,
96,,0.3,12.1,12.5,0.1,8.7,8.8,0.4,20.8,21.2,0.4,25.5,26.0,,,,,,,,,,,,,
,960,0.3,12.1,12.5,0.1,8.7,8.8,0.4,20.8,21.2,0.4,25.5,26.0,,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Employment is defined as employees plus working proprietors,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. Figures may not add up due to rounding. Figures are rounded to the nearest thousand and to one decimal place. For example 2.4 is equal to 2,400, and represents a figure in the range 2,350 - 2,449.",,,,,,,,,,,,,,,,,,,,,,,,,,
3. Cells containing an asterisk (*) represent disclosive data that cannot be published.,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Cells containing a hyphen (-) represent a zero or less than 50.,,,,,,,,,,,,,,,,,,,,,,,,,,
*01 includes farm agriculture data. Farm agriculture estimates are not available below this level so estimates at a 3-digit level only include non-farm agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,
