Table 5 - Regional level employment by 2 & 3 digit SIC 2007(Public/Private Split),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,North East,,,,,,,,,Reference year 2010 Thousands ,,,,,,,,,,,,,,,
2 SIC,3 SIC,Full time employees,,,Part time employees,,,Total employees,,,Total employment,,,,,,,,,,,,,,,
,,Public,Private,All,Public,Private,All,Public,Private,All,Public,Private,All,,,,,,,,,,,,,
01*,,-,2.3,2.3,-,0.9,0.9,-,3.2,3.2,-,10.7,10.7,,,,,,,,,,,,,
,432,-,15.9,15.9,-,1.2,1.2,-,17.1,17.1,-,18.7,18.7,,,,,,,,,,,,,
,433,-,5.0,5.0,-,1.8,1.8,-,6.8,6.8,-,7.5,7.5,,,,,,,,,,,,,
,439,-,4.0,4.0,-,0.1,0.1,-,4.1,4.1,-,4.6,4.6,,,,,,,,,,,,,
45,,*,*,23.5,*,*,3.5,*,*,27.0,*,*,30.1,,,,,,,,,,,,,
,451,-,10.2,10.2,-,0.9,0.9,-,11.1,11.1,-,11.9,11.9,,,,,,,,,,,,,
,452,*,*,6.3,*,*,1.5,*,*,7.8,*,*,9.3,,,,,,,,,,,,,
,453,-,6.6,6.6,-,1.0,1.0,-,7.6,7.6,-,8.3,8.3,,,,,,,,,,,,,
,454,-,0.5,0.5,-,-,-,-,0.5,0.5,-,0.6,0.6,,,,,,,,,,,,,
46,,-,19.5,19.5,-,3.3,3.3,-,22.8,22.8,-,24.5,24.5,,,,,,,,,,,,,
,461,-,0.7,0.7,-,0.2,0.2,-,1.0,1.0,-,1.1,1.1,,,,,,,,,,,,,
,462,-,0.3,0.3,-,0.1,0.1,-,0.3,0.3,-,0.3,0.3,,,,,,,,,,,,,
,463,-,5.8,5.8,-,0.6,0.6,-,6.4,6.4,-,6.4,6.4,,,,,,,,,,,,,
,464,-,2.3,2.3,-,0.7,0.7,-,3.0,3.0,-,3.0,3.0,,,,,,,,,,,,,
,465,-,0.4,0.4,-,-,-,-,0.4,0.4,-,0.4,0.4,,,,,,,,,,,,,
,466,-,3.2,3.2,-,0.1,0.1,-,3.4,3.4,-,4.0,4.0,,,,,,,,,,,,,
,467,-,5.3,5.3,-,0.7,0.7,-,6.0,6.0,-,6.7,6.7,,,,,,,,,,,,,
,469,-,1.4,1.4,-,0.9,0.9,-,2.3,2.3,-,2.5,2.5,,,,,,,,,,,,,
47,,*,*,41.0,*,*,64.3,*,*,105.3,*,*,110.0,,,,,,,,,,,,,
,471,-,16.8,16.8,-,33.6,33.6,-,50.4,50.4,-,51.1,51.1,,,,,,,,,,,,,
,472,-,2.3,2.3,-,3.2,3.2,-,5.5,5.5,-,6.4,6.4,,,,,,,,,,,,,
,473,-,1.8,1.8,-,1.1,1.1,-,2.8,2.8,-,2.8,2.8,,,,,,,,,,,,,
,474,-,0.8,0.8,-,0.5,0.5,-,1.3,1.3,-,1.5,1.5,,,,,,,,,,,,,
,475,-,5.1,5.1,-,3.0,3.0,-,8.1,8.1,-,8.4,8.4,,,,,,,,,,,,,
,476,-,2.3,2.3,-,3.4,3.4,-,5.6,5.6,-,5.9,5.9,,,,,,,,,,,,,
